Date,Open,High,Low,Close,Adj Close,Volume
2022-06-01,13.880000,13.970000,13.400000,13.550000,13.277407,50726200
2022-06-02,13.640000,13.960000,13.600000,13.890000,13.610567,42979700
2022-06-03,13.630000,13.780000,13.360000,13.500000,13.228413,43625200
2022-06-06,13.740000,13.740000,13.380000,13.460000,13.189218,37711100
2022-06-07,13.260000,13.770000,13.190000,13.740000,13.463584,38940300
2022-06-08,13.630000,13.850000,13.440000,13.530000,13.257809,39441900
2022-06-09,13.510000,13.590000,13.280000,13.280000,13.012838,30468000
2022-06-10,13.000000,13.210000,12.630000,12.750000,12.493501,55644400
2022-06-13,12.300000,12.380000,11.740000,11.810000,11.572412,80676300
2022-06-14,11.990000,12.420000,11.910000,12.200000,11.954565,82369300
2022-06-15,12.220000,12.420000,12.000000,12.270000,12.023157,70393200
2022-06-16,11.800000,11.910000,11.120000,11.250000,11.023678,80380100
2022-06-17,11.240000,11.440000,10.900000,11.230000,11.004079,80248800
2022-06-21,11.550000,11.660000,11.350000,11.460000,11.229453,66283400
2022-06-22,11.260000,11.680000,11.210000,11.480000,11.249050,46098900
2022-06-23,11.500000,11.580000,11.250000,11.560000,11.327441,53655000
2022-06-24,11.650000,12.120000,11.570000,12.010000,11.768388,55457600
2022-06-27,12.120000,12.180000,11.900000,12.040000,11.797784,44009900
2022-06-28,12.140000,12.440000,11.800000,11.810000,11.572412,45866900
2022-06-29,11.740000,11.760000,11.380000,11.520000,11.288246,39474200
2022-06-30,11.240000,11.360000,10.930000,11.130000,10.906091,59238200
2022-07-01,11.100000,11.500000,10.990000,11.320000,11.092268,54356000
2022-07-05,11.050000,11.210000,10.610000,11.200000,10.974683,87269800
2022-07-06,11.150000,11.270000,10.840000,11.060000,10.837501,71282900
2022-07-07,11.330000,11.720000,11.330000,11.650000,11.415630,63000400
2022-07-08,11.650000,11.780000,11.480000,11.620000,11.386233,55235600
2022-07-11,11.540000,11.660000,11.270000,11.290000,11.062873,48833600
2022-07-12,11.290000,11.720000,11.270000,11.560000,11.327441,58414500
2022-07-13,11.310000,11.580000,11.170000,11.510000,11.278446,48274300
2022-07-14,11.220000,11.400000,11.140000,11.390000,11.160861,48176300
2022-07-15,11.580000,11.900000,11.490000,11.880000,11.641004,49306900
2022-07-18,12.150000,12.250000,11.900000,11.960000,11.719394,45873400
2022-07-19,12.220000,12.690000,12.210000,12.590000,12.336720,62650800
2022-07-20,12.600000,12.820000,12.510000,12.730000,12.473903,51932200
2022-07-21,12.880000,13.000000,12.630000,13.000000,12.738471,66949200
2022-07-22,13.100000,13.140000,12.720000,12.820000,12.562092,46724700
2022-07-25,12.850000,12.990000,12.600000,12.840000,12.581691,36830500
2022-07-26,12.680000,12.760000,12.460000,12.540000,12.287725,49272300
2022-07-27,12.750000,13.190000,12.630000,13.190000,12.924648,64572300
2022-07-28,13.940000,14.090000,13.380000,14.000000,13.718354,144096500
2022-07-29,14.110000,14.790000,14.010000,14.690000,14.394472,94551600
2022-08-01,14.660000,15.430000,14.550000,15.340000,15.031396,109521700
2022-08-02,15.200000,15.450000,15.120000,15.160000,14.855018,74626800
2022-08-03,15.480000,16.150000,15.460000,15.690000,15.374355,95846000
2022-08-04,15.650000,15.670000,15.310000,15.370000,15.060793,85039800
2022-08-05,15.230000,15.470000,15.130000,15.300000,14.992201,68093500
2022-08-08,15.570000,16.040001,15.550000,15.780000,15.462543,75988100
2022-08-09,15.660000,15.700000,15.150000,15.190000,14.884413,67676800
2022-08-10,15.470000,15.580000,15.230000,15.500000,15.339656,71607000
2022-08-11,15.800000,15.920000,15.610000,15.830000,15.666242,61567000
2022-08-12,15.950000,16.219999,15.840000,16.180000,16.012621,53182500
2022-08-15,16.000000,16.450001,15.940000,16.320000,16.151173,51779600
2022-08-16,16.299999,16.680000,16.260000,16.430000,16.260035,54028900
2022-08-17,16.160000,16.270000,15.900000,16.030001,15.864174,57118300
2022-08-18,15.990000,16.209999,15.860000,16.150000,15.982931,39414200
2022-08-19,15.950000,16.139999,15.770000,15.880000,15.715725,48597200
2022-08-22,15.080000,15.210000,14.910000,15.080000,14.924001,71321800
2022-08-23,15.090000,15.420000,15.090000,15.320000,15.161517,51289000
2022-08-24,15.320000,15.660000,15.240000,15.520000,15.359449,39508700
2022-08-25,15.600000,16.040001,15.580000,15.930000,15.765207,56401300
2022-08-26,16.010000,16.090000,15.410000,15.410000,15.250587,54517300
2022-08-29,15.200000,15.710000,15.190000,15.570000,15.408931,50416500
2022-08-30,15.700000,15.800000,15.170000,15.450000,15.290173,66034400
2022-08-31,15.520000,15.520000,15.240000,15.240000,15.082345,52058200
2022-09-01,15.100000,15.220000,14.780000,15.190000,15.032862,65299800
2022-09-02,15.530000,15.570000,15.060000,15.160000,15.003173,64565400
2022-09-06,15.220000,15.240000,14.840000,15.030000,14.874517,58676700
2022-09-07,14.910000,15.490000,14.790000,15.430000,15.270380,55087200
2022-09-08,15.160000,15.480000,15.020000,15.470000,15.309966,60075900
2022-09-09,15.600000,15.700000,15.320000,15.420000,15.260483,63328600
2022-09-12,15.550000,15.740000,15.450000,15.540000,15.379242,52656500
2022-09-13,15.000000,15.130000,14.700000,14.740000,14.587518,80842500
2022-09-14,14.760000,14.850000,14.450000,14.660000,14.508345,59571800
2022-09-15,14.690000,15.210000,14.680000,14.890000,14.735967,61377000
2022-09-16,14.620000,14.740000,14.470000,14.720000,14.567725,68454800
2022-09-19,14.500000,14.960000,14.490000,14.930000,14.775553,48696200
2022-09-20,14.090000,14.230000,13.010000,13.090000,12.954587,196340000
2022-09-21,13.240000,13.590000,13.050000,13.050000,12.915001,94271600
2022-09-22,13.120000,13.240000,12.750000,12.770000,12.637897,82004400
2022-09-23,12.330000,12.440000,11.950000,12.310000,12.182656,104043700
2022-09-26,12.210000,12.380000,11.930000,11.990000,11.865966,89300400
2022-09-27,12.210000,12.220000,11.660000,11.910000,11.786794,87044400
2022-09-28,11.910000,12.240000,11.760000,12.180000,12.054001,72701600
2022-09-29,11.850000,11.880000,11.360000,11.470000,11.351345,84534900
2022-09-30,11.390000,11.530000,11.190000,11.200000,11.084138,71688200
2022-10-03,11.380000,11.590000,11.130000,11.470000,11.351345,66198300
2022-10-04,11.960000,12.370000,11.940000,12.360000,12.232138,87629200
2022-10-05,12.380000,12.560000,12.130000,12.510000,12.380587,87919100
2022-10-06,12.360000,12.630000,12.190000,12.360000,12.232138,64531900
2022-10-07,12.180000,12.300000,12.000000,12.200000,12.073793,56494500
2022-10-10,11.470000,11.550000,11.200000,11.360000,11.242483,115548900
2022-10-11,11.300000,11.870000,11.180000,11.560000,11.440414,75173200
2022-10-12,11.480000,11.700000,11.350000,11.540000,11.420621,59628500
2022-10-13,11.240000,11.890000,11.200000,11.770000,11.648242,70487400
2022-10-14,11.800000,11.850000,11.560000,11.670000,11.549276,55127700
2022-10-17,11.980000,11.990000,11.660000,11.830000,11.707621,59561700
2022-10-18,12.220000,12.250000,11.910000,12.030000,11.905552,53603400
2022-10-19,11.910000,12.140000,11.860000,12.130000,12.004518,54130000
2022-10-20,12.130000,12.200000,11.730000,11.770000,11.648242,55568100
2022-10-21,11.740000,12.250000,11.680000,12.190000,12.063896,55132700
2022-10-24,12.300000,12.650000,12.180000,12.480000,12.350897,64717700
2022-10-25,12.580000,13.030000,12.460000,12.830000,12.697276,66391600
2022-10-26,12.800000,13.060000,12.520000,12.820000,12.687379,86833600
2022-10-27,12.770000,13.220000,12.420000,13.000000,12.865518,88421500
2022-10-28,13.000000,13.310000,12.970000,13.260000,13.122828,55777900
2022-10-31,13.150000,13.510000,13.140000,13.370000,13.231689,54676700
2022-11-01,13.570000,13.650000,13.160000,13.400000,13.261379,47454700
2022-11-02,13.220000,13.670000,13.060000,13.060000,12.924897,73673500
2022-11-03,12.810000,13.460000,12.770000,13.260000,13.122828,58782600
2022-11-04,13.570000,13.770000,13.270000,13.510000,13.370242,61489100
2022-11-07,13.610000,13.760000,13.370000,13.700000,13.558276,48176900
2022-11-08,13.780000,13.800000,13.510000,13.720000,13.578070,52731900
2022-11-09,13.570000,13.700000,13.280000,13.310000,13.172311,74199200
2022-11-10,13.690000,14.360000,13.670000,14.180000,14.033311,75638500
2022-11-11,14.260000,14.670000,14.200000,14.500000,14.350000,60187600
2022-11-14,14.230000,14.350000,14.060000,14.060000,14.060000,57691600
2022-11-15,14.290000,14.580000,14.200000,14.300000,14.300000,61835700
2022-11-16,14.100000,14.170000,13.840000,13.900000,13.900000,47484200
2022-11-17,13.660000,13.910000,13.550000,13.910000,13.910000,54317900
2022-11-18,14.080000,14.130000,13.820000,13.990000,13.990000,37101900
2022-11-21,13.860000,14.040000,13.660000,13.950000,13.950000,34087100
2022-11-22,14.050000,14.150000,13.980000,14.070000,14.070000,28738800
2022-11-23,14.000000,14.060000,13.850000,14.030000,14.030000,25974200
2022-11-25,13.960000,14.110000,13.900000,14.080000,14.080000,12980900
2022-11-28,13.940000,13.960000,13.700000,13.730000,13.730000,35249700
2022-11-29,13.850000,13.900000,13.710000,13.750000,13.750000,28380800
2022-11-30,13.780000,13.950000,13.450000,13.900000,13.900000,61460600
2022-12-01,14.090000,14.360000,14.000000,14.080000,14.080000,45335100
2022-12-02,13.840000,13.970000,13.750000,13.860000,13.860000,42382100
2022-12-05,13.750000,13.770000,13.370000,13.380000,13.380000,39714500
2022-12-06,13.420000,13.570000,13.060000,13.280000,13.280000,39996000
2022-12-07,13.200000,13.420000,13.090000,13.100000,13.100000,36609800
2022-12-08,13.200000,13.260000,13.070000,13.120000,13.120000,32376300
2022-12-09,13.040000,13.360000,13.040000,13.180000,13.180000,41531600
2022-12-12,13.200000,13.470000,13.100000,13.460000,13.460000,35473800
2022-12-13,13.780000,13.920000,13.370000,13.570000,13.570000,57872100
2022-12-14,13.570000,13.780000,13.360000,13.480000,13.480000,51175100
